version,n,threads,rep,time_s,gflops
v1_baseline,500,1,1,0.010974,3.7969
v1_baseline,500,1,2,0.011297,3.6883
v1_baseline,500,1,3,0.010292,4.0485
v1_baseline,1000,1,1,0.072179,4.6181
v1_baseline,1000,1,2,0.069773,4.7774
v1_baseline,1000,1,3,0.070822,4.7066
v1_baseline,2000,1,1,0.566087,4.7107
v1_baseline,2000,1,2,0.563488,4.7324
v1_baseline,2000,1,3,0.556023,4.7960
v1_baseline,4000,1,1,5.078207,4.2010
v1_baseline,4000,1,2,5.025719,4.2448
v1_baseline,4000,1,3,4.821720,4.4244
v2_serial_opt,500,1,1,0.008750,4.7619
v2_serial_opt,500,1,2,0.008600,4.8450
v2_serial_opt,500,1,3,0.008494,4.9054
v2_serial_opt,1000,1,1,0.068867,4.8402
v2_serial_opt,1000,1,2,0.070212,4.7475
v2_serial_opt,1000,1,3,0.069812,4.7747
v2_serial_opt,2000,1,1,0.561614,4.7482
v2_serial_opt,2000,1,2,0.557483,4.7834
v2_serial_opt,2000,1,3,0.558341,4.7761
v2_serial_opt,4000,1,1,4.891767,4.3611
v2_serial_opt,4000,1,2,4.869398,4.3811
v2_serial_opt,4000,1,3,4.885948,4.3663
