version,n,threads,rep,time_s,gflops
v3_openmp,8000,1,1,109.881769,1.5532
v3_openmp,8000,1,2,109.084433,1.5645
v3_openmp,8000,1,3,109.089389,1.5645
v3_openmp,8000,2,1,67.908760,2.5132
v3_openmp,8000,2,2,65.503883,2.6054
v3_openmp,8000,2,3,65.330653,2.6124
v3_openmp,8000,4,1,35.128635,4.8583
v3_openmp,8000,4,2,35.171468,4.8524
v3_openmp,8000,4,3,35.152247,4.8551
v3_openmp,8000,8,1,21.343366,7.9962
v3_openmp,8000,8,2,21.359427,7.9902
v3_openmp,8000,8,3,21.338240,7.9982
v3_openmp,8000,16,1,16.412529,10.3986
v3_openmp,8000,16,2,16.412799,10.3984
v3_openmp,8000,16,3,16.410790,10.3997
v3_openmp,8000,32,1,14.841691,11.4991
v3_openmp,8000,32,2,14.844614,11.4969
v3_openmp,8000,32,3,14.845806,11.4960
v3_openmp,8000,48,1,14.135542,12.0736
v3_openmp,8000,48,2,14.134556,12.0744
v3_openmp,8000,48,3,14.126343,12.0814
v3_openmp,8000,64,1,13.644034,12.5085
v3_openmp,8000,64,2,13.648622,12.5043
v3_openmp,8000,64,3,13.637538,12.5145
v3_openmp,8000,76,1,13.269107,12.8620
v3_openmp,8000,76,2,13.250173,12.8803
v3_openmp,8000,76,3,13.275053,12.8562
v4_blocked_NB96,8000,1,1,68.927149,2.4760
v4_blocked_NB96,8000,1,2,68.922428,2.4762
v4_blocked_NB96,8000,1,3,68.921392,2.4763
v4_blocked_NB96,8000,2,1,34.848426,4.8974
v4_blocked_NB96,8000,2,2,34.848965,4.8973
v4_blocked_NB96,8000,2,3,34.846004,4.8977
v4_blocked_NB96,8000,4,1,17.110832,9.9742
v4_blocked_NB96,8000,4,2,17.107460,9.9762
v4_blocked_NB96,8000,4,3,17.102463,9.9791
v4_blocked_NB96,8000,8,1,8.561558,19.9341
v4_blocked_NB96,8000,8,2,8.561758,19.9336
v4_blocked_NB96,8000,8,3,8.565701,19.9244
v4_blocked_NB96,8000,16,1,4.472926,38.1555
v4_blocked_NB96,8000,16,2,4.471261,38.1697
v4_blocked_NB96,8000,16,3,4.472215,38.1615
v4_blocked_NB96,8000,32,1,2.256867,75.6211
v4_blocked_NB96,8000,32,2,2.261722,75.4587
v4_blocked_NB96,8000,32,3,2.261406,75.4693
v4_blocked_NB96,8000,48,1,1.542628,110.6337
v4_blocked_NB96,8000,48,2,1.555951,109.6864
v4_blocked_NB96,8000,48,3,1.551857,109.9758
v4_blocked_NB96,8000,64,1,1.289028,132.3995
v4_blocked_NB96,8000,64,2,1.288989,132.4035
v4_blocked_NB96,8000,64,3,1.285739,132.7382
v4_blocked_NB96,8000,76,1,1.153213,147.9923
v4_blocked_NB96,8000,76,2,1.160867,147.0165
v4_blocked_NB96,8000,76,3,1.158847,147.2728
v5_blocked_NB96,8000,1,1,27.332126,6.2442
v5_blocked_NB96,8000,1,2,27.330758,6.2445
v5_blocked_NB96,8000,1,3,27.332606,6.2441
v5_blocked_NB96,8000,2,1,14.167506,12.0463
v5_blocked_NB96,8000,2,2,14.163543,12.0497
v5_blocked_NB96,8000,2,3,14.161622,12.0514
v5_blocked_NB96,8000,4,1,10.415838,16.3853
v5_blocked_NB96,8000,4,2,10.414055,16.3881
v5_blocked_NB96,8000,4,3,10.414527,16.3874
v5_blocked_NB96,8000,8,1,5.209652,32.7597
v5_blocked_NB96,8000,8,2,5.209898,32.7582
v5_blocked_NB96,8000,8,3,5.209713,32.7593
v5_blocked_NB96,8000,16,1,3.705822,46.0537
v5_blocked_NB96,8000,16,2,3.706379,46.0467
v5_blocked_NB96,8000,16,3,3.706387,46.0466
v5_blocked_NB96,8000,32,1,1.963281,86.9293
v5_blocked_NB96,8000,32,2,1.962822,86.9496
v5_blocked_NB96,8000,32,3,1.962342,86.9709
v5_blocked_NB96,8000,48,1,1.274244,133.9356
v5_blocked_NB96,8000,48,2,1.272977,134.0689
v5_blocked_NB96,8000,48,3,1.282149,133.1098
v5_blocked_NB96,8000,64,1,1.035082,164.8823
v5_blocked_NB96,8000,64,2,1.053555,161.9913
v5_blocked_NB96,8000,64,3,1.044838,163.3427
v5_blocked_NB96,8000,76,1,0.928157,183.8770
v5_blocked_NB96,8000,76,2,0.927948,183.9184
v5_blocked_NB96,8000,76,3,0.922577,184.9891
