version,n,threads,rep,time_s,gflops
v3_openmp,2000,1,1,0.846179,3.1514
v3_openmp,2000,1,2,0.843057,3.1631
v3_openmp,2000,1,3,0.843088,3.1630
v3_openmp,2000,2,1,0.474250,5.6229
v3_openmp,2000,2,2,0.473432,5.6326
v3_openmp,2000,2,3,0.473488,5.6320
v3_openmp,2000,4,1,0.249489,10.6885
v3_openmp,2000,4,2,0.249655,10.6814
v3_openmp,2000,4,3,0.249389,10.6928
v3_openmp,2000,8,1,0.137971,19.3277
v3_openmp,2000,8,2,0.138447,19.2613
v3_openmp,2000,8,3,0.139003,19.1842
v3_openmp,2000,16,1,0.086906,30.6843
v3_openmp,2000,16,2,0.088231,30.2237
v3_openmp,2000,16,3,0.087079,30.6236
v3_openmp,2000,32,1,0.058811,45.3428
v3_openmp,2000,32,2,0.058502,45.5823
v3_openmp,2000,32,3,0.057499,46.3777
v3_openmp,2000,48,1,0.058134,45.8712
v3_openmp,2000,48,2,0.057910,46.0481
v3_openmp,2000,48,3,0.057291,46.5461
v3_openmp,2000,64,1,0.063502,41.9936
v3_openmp,2000,64,2,0.059274,44.9888
v3_openmp,2000,64,3,0.059211,45.0369
v3_openmp,2000,76,1,0.072650,36.7058
v3_openmp,2000,76,2,0.071469,37.3121
v3_openmp,2000,76,3,0.071431,37.3321
v3_openmp,4000,1,1,10.131324,2.1057
v3_openmp,4000,1,2,10.125215,2.1070
v3_openmp,4000,1,3,10.107486,2.1106
v3_openmp,4000,2,1,4.302940,4.9579
v3_openmp,4000,2,2,4.303540,4.9572
v3_openmp,4000,2,3,4.305407,4.9550
v3_openmp,4000,4,1,2.170803,9.8274
v3_openmp,4000,4,2,2.166125,9.8486
v3_openmp,4000,4,3,2.167549,9.8421
v3_openmp,4000,8,1,1.212833,17.5897
v3_openmp,4000,8,2,1.212997,17.5873
v3_openmp,4000,8,3,1.211887,17.6034
v3_openmp,4000,16,1,0.756372,28.2048
v3_openmp,4000,16,2,0.752997,28.3312
v3_openmp,4000,16,3,0.755017,28.2554
v3_openmp,4000,32,1,0.444380,48.0070
v3_openmp,4000,32,2,0.445774,47.8568
v3_openmp,4000,32,3,0.445392,47.8978
v3_openmp,4000,48,1,0.347987,61.3050
v3_openmp,4000,48,2,0.347624,61.3690
v3_openmp,4000,48,3,0.347961,61.3096
v3_openmp,4000,64,1,0.313080,68.1402
v3_openmp,4000,64,2,0.311675,68.4474
v3_openmp,4000,64,3,0.309948,68.8287
v3_openmp,4000,76,1,0.314152,67.9077
v3_openmp,4000,76,2,0.311987,68.3789
v3_openmp,4000,76,3,0.312606,68.2436
v3_openmp,6000,1,1,42.439937,1.6965
v3_openmp,6000,1,2,42.412206,1.6976
v3_openmp,6000,1,3,42.388151,1.6986
v3_openmp,6000,2,1,23.317323,3.0878
v3_openmp,6000,2,2,22.919613,3.1414
v3_openmp,6000,2,3,22.941405,3.1384
v3_openmp,6000,4,1,12.027708,5.9862
v3_openmp,6000,4,2,12.024372,5.9878
v3_openmp,6000,4,3,12.024229,5.9879
