version,n,threads,rep,time_s,gflops
v1_baseline,500,1,1,0.165543,0.2517
v1_baseline,500,1,2,0.165391,0.2519
v1_baseline,500,1,3,0.165407,0.2519
v1_baseline,1000,1,1,1.297933,0.2568
v1_baseline,1000,1,2,1.297396,0.2569
v1_baseline,1000,1,3,1.297314,0.2569
v1_baseline,2000,1,1,10.190868,0.2617
v1_baseline,2000,1,2,10.193028,0.2616
v1_baseline,2000,1,3,10.187731,0.2618
v2_serial_opt,500,1,1,0.010148,4.1060
v2_serial_opt,500,1,2,0.010102,4.1244
v2_serial_opt,500,1,3,0.010001,4.1664
v2_serial_opt,1000,1,1,0.094000,3.5461
v2_serial_opt,1000,1,2,0.093853,3.5516
v2_serial_opt,1000,1,3,0.093866,3.5512
v2_serial_opt,2000,1,1,0.756994,3.5227
v2_serial_opt,2000,1,2,0.755442,3.5299
v2_serial_opt,2000,1,3,0.756004,3.5273
v2_serial_opt,4000,1,1,9.705395,2.1981
v2_serial_opt,4000,1,2,9.680687,2.2037
v2_serial_opt,4000,1,3,9.658913,2.2087
v3_serial_opt,500,1,1,0.010172,4.0961
v3_serial_opt,500,1,2,0.010142,4.1082
v3_serial_opt,500,1,3,0.010170,4.0971
v3_serial_opt,1000,1,1,0.094095,3.5425
v3_serial_opt,1000,1,2,0.093943,3.5483
v3_serial_opt,1000,1,3,0.093833,3.5524
v3_serial_opt,2000,1,1,0.758648,3.5150
v3_serial_opt,2000,1,2,0.755696,3.5288
v3_serial_opt,2000,1,3,0.756275,3.5261
v3_serial_opt,4000,1,1,9.635142,2.2141
v3_serial_opt,4000,1,2,9.628837,2.2156
v3_serial_opt,4000,1,3,9.629321,2.2155
v4_blocked_BS16,500,1,1,0.015306,2.7222
v4_blocked_BS16,500,1,2,0.015261,2.7303
v4_blocked_BS16,500,1,3,0.015242,2.7337
v4_blocked_BS16,1000,1,1,0.124144,2.6851
v4_blocked_BS16,1000,1,2,0.123847,2.6915
v4_blocked_BS16,1000,1,3,0.123729,2.6941
v4_blocked_BS16,2000,1,1,0.976163,2.7318
v4_blocked_BS16,2000,1,2,0.973729,2.7386
v4_blocked_BS16,2000,1,3,0.973852,2.7383
v4_blocked_BS16,4000,1,1,18.579208,1.1482
v4_blocked_BS16,4000,1,2,18.578116,1.1483
v4_blocked_BS16,4000,1,3,18.576630,1.1484
v4_blocked_BS32,500,1,1,0.012811,3.2525
v4_blocked_BS32,500,1,2,0.012757,3.2661
v4_blocked_BS32,500,1,3,0.012706,3.2793
v4_blocked_BS32,1000,1,1,0.107805,3.0920
v4_blocked_BS32,1000,1,2,0.107563,3.0990
v4_blocked_BS32,1000,1,3,0.107631,3.0970
v4_blocked_BS32,2000,1,1,0.854770,3.1197
v4_blocked_BS32,2000,1,2,0.852861,3.1267
v4_blocked_BS32,2000,1,3,0.852888,3.1266
v4_blocked_BS32,4000,1,1,15.363753,1.3885
v4_blocked_BS32,4000,1,2,15.356532,1.3892
v4_blocked_BS32,4000,1,3,15.361856,1.3887
v4_blocked_BS64,500,1,1,0.011644,3.5785
v4_blocked_BS64,500,1,2,0.011687,3.5651
v4_blocked_BS64,500,1,3,0.011736,3.5502
v4_blocked_BS64,1000,1,1,0.102936,3.2383
v4_blocked_BS64,1000,1,2,0.103073,3.2339
v4_blocked_BS64,1000,1,3,0.103498,3.2207
v4_blocked_BS64,2000,1,1,0.935009,2.8520
v4_blocked_BS64,2000,1,2,0.938202,2.8423
v4_blocked_BS64,2000,1,3,0.938024,2.8429
v4_blocked_BS64,4000,1,1,12.980190,1.6435
v4_blocked_BS64,4000,1,2,12.970784,1.6447
v4_blocked_BS64,4000,1,3,12.973358,1.6444
v4_blocked_BS128,500,1,1,0.011362,3.6672
v4_blocked_BS128,500,1,2,0.011291,3.6902
v4_blocked_BS128,500,1,3,0.011292,3.6899
v4_blocked_BS128,1000,1,1,0.112675,2.9584
v4_blocked_BS128,1000,1,2,0.112469,2.9638
v4_blocked_BS128,1000,1,3,0.112586,2.9607
v4_blocked_BS128,2000,1,1,0.999022,2.6693
v4_blocked_BS128,2000,1,2,0.998115,2.6717
v4_blocked_BS128,2000,1,3,0.998105,2.6717
v4_blocked_BS128,4000,1,1,11.969557,1.7823
v4_blocked_BS128,4000,1,2,11.963837,1.7832
v4_blocked_BS128,4000,1,3,11.959099,1.7839
