v1_baseline,500,1,1,0.099976,0.4168
v1_baseline,500,1,2,0.079470,0.5243
v1_baseline,500,1,3,0.078661,0.5297
v1_baseline,1000,1,1,0.649227,0.5134
v1_baseline,1000,1,2,0.648309,0.5142
v1_baseline,1000,1,3,0.686802,0.4853
v1_baseline,2000,1,1,7.935044,0.3361
v1_baseline,2000,1,2,7.791680,0.3422
v1_baseline,2000,1,3,7.737402,0.3446
v1_baseline,4000,1,1,163.205574,0.1307
v1_baseline,4000,1,2,163.633619,0.1304
v1_baseline,4000,1,3,159.897226,0.1334
v2_serial_opt,500,1,1,0.081225,0.5130
v2_serial_opt,500,1,2,0.081138,0.5135
v2_serial_opt,500,1,3,0.081720,0.5099
v2_serial_opt,1000,1,1,0.673745,0.4947
v2_serial_opt,1000,1,2,0.678363,0.4914
v2_serial_opt,1000,1,3,0.666355,0.5002
v2_serial_opt,2000,1,1,7.888858,0.3380
v2_serial_opt,2000,1,2,7.974642,0.3344
v2_serial_opt,2000,1,3,7.840079,0.3401
v2_serial_opt,4000,1,1,163.269822,0.1307
v2_serial_opt,4000,1,2,163.728626,0.1303
v2_serial_opt,4000,1,3,162.353534,0.1314
v3_serial_opt,500,1,1,0.096588,0.4314
v3_serial_opt,500,1,2,0.081639,0.5104
v3_serial_opt,500,1,3,0.080683,0.5164
v3_serial_opt,1000,1,1,0.676484,0.4927
v3_serial_opt,1000,1,2,0.669351,0.4980
v3_serial_opt,1000,1,3,0.663047,0.5027
v3_serial_opt,2000,1,1,7.959818,0.3350
v3_serial_opt,2000,1,2,7.877623,0.3385
v3_serial_opt,2000,1,3,7.849251,0.3397
v3_serial_opt,4000,1,1,162.335107,0.1314
v3_serial_opt,4000,1,2,160.927484,0.1326
v3_serial_opt,4000,1,3,164.176972,0.1299
